,title,release_date,original_language,genres,budget,revenue,runtime,year
534,The Fate of the Furious,2017-04-12,en,Action-Crime-Thriller,250000000.0,1236005118.0,136.0,2017
535,The Little Mermaid,1989-11-17,en,Animation-Family-Fantasy,40000000.0,211343479.0,83.0,1989
537,The Maze Runner,2014-09-10,en,Action-Mystery-Science Fiction-Thriller,34000000.0,348319861.0,113.0,2014
538,Mortal Kombat,2021-04-07,en,Action-Fantasy-Adventure,20000000.0,84426031.0,110.0,2021
540,Cruella,2021-05-26,en,Comedy-Crime,200000000.0,233503234.0,134.0,2021
544,The Zone of Interest,2023-12-15,en,Drama-War-History,15000000.0,48975567.0,105.0,2023
546,Raya and the Last Dragon,2021-03-03,en,Animation-Family-Fantasy-Action-Adventure,100000000.0,130423032.0,107.0,2021
547,The Killer,2023-10-25,en,Crime-Thriller,175000000.0,362113.0,118.0,2023
550,Ice Age,2002-03-10,en,Animation-Comedy-Family-Adventure,59000000.0,383257136.0,81.0,2002
552,Toy Story 4,2019-06-19,en,Family-Adventure-Animation-Comedy-Fantasy,175000000.0,1073395000.0,100.0,2019
554,The Princess and the Frog,2009-12-08,en,Romance-Family-Animation,105000000.0,270997378.0,98.0,2009
555,Pirates of the Caribbean: At World's End,2007-05-19,en,Adventure-Fantasy-Action,300000000.0,961000000.0,169.0,2007
557,The Twin,2022-04-06,en,Horror-Mystery,2620000.0,492000.0,109.0,2022
558,Fantastic Mr. Fox,2009-10-23,en,Adventure-Animation-Comedy-Family,40000000.0,46471023.0,87.0,2009
561,Resident Evil: Welcome to Raccoon City,2021-11-24,en,Horror-Science Fiction-Action,40000000.0,38600612.0,107.0,2021
562,Devotion,2022-11-23,en,War-Drama-Action,90000000.0,20000000.0,139.0,2022
563,How the Grinch Stole Christmas,2000-11-17,en,Family-Comedy-Fantasy,123000000.0,345823040.0,104.0,2000
565,Cars 3,2017-06-15,en,Animation-Adventure-Comedy-Family,175000000.0,383925276.0,102.0,2017
568,The King's Man,2021-12-22,en,Action-Adventure-Thriller,100000000.0,125900000.0,131.0,2021
570,Red Notice,2021-11-04,en,Action-Comedy-Crime-Thriller,160000000.0,178143.0,118.0,2021
571,Clifford the Big Red Dog,2021-11-10,en,Family-Adventure-Comedy-Fantasy,64000000.0,107347356.0,97.0,2021
576,Dungeons & Dragons: Honor Among Thieves,2023-03-23,en,Adventure-Fantasy-Comedy,151000000.0,208200000.0,134.0,2023
577,Drive-Away Dolls,2024-02-22,en,Comedy-Crime,8000000.0,5250531.0,84.0,2024
578,Jurassic World,2015-06-12,en,Action-Adventure-Science Fiction-Thriller,150000000.0,1671537444.0,124.0,2015
579,Nobody,2021-03-18,en,Action-Crime-Thriller,17000000.0,61779301.0,92.0,2021
581,Renfield,2023-04-07,en,Comedy-Horror-Fantasy-Action,65000000.0,26348156.0,93.0,2023
583,Thor,2011-04-21,en,Adventure-Fantasy-Action,150000000.0,449326618.0,115.0,2011
584,The Amazing Spider-Man,2012-06-23,en,Action-Adventure-Fantasy,215000000.0,757930663.0,136.0,2012
586,Sing 2,2021-12-01,en,Animation-Family-Music-Comedy,85000000.0,406000000.0,110.0,2021
587,Man of Steel,2013-06-12,en,Action-Adventure-Science Fiction,225000000.0,668045518.0,143.0,2013
591,The Conjuring 2,2016-06-08,en,Horror-Thriller,40000000.0,321834351.0,134.0,2016
592,"Crazy, Stupid, Love.",2011-07-29,en,Comedy-Drama-Romance,50000000.0,145079584.0,118.0,2011
594,The Matrix,1999-03-31,en,Action-Science Fiction,63000000.0,463517383.0,136.0,1999
595,Maleficent: Mistress of Evil,2019-10-16,en,Family-Fantasy-Adventure-Action,185000000.0,491730089.0,119.0,2019
596,Thor: Ragnarok,2017-10-24,en,Action-Adventure-Fantasy-Science Fiction-Comedy,180000000.0,853977126.0,131.0,2017
599,Scream VI,2023-03-08,en,Horror-Crime-Thriller,35000000.0,169000000.0,123.0,2023
600,A Man Called Otto,2022-12-28,en,Comedy-Drama,50000000.0,108961677.0,126.0,2022
602,Black Swan,2010-12-03,en,Drama-Thriller-Horror,13000000.0,329400000.0,108.0,2010
603,The Last Voyage of the Demeter,2023-08-09,en,Thriller-Horror,45000000.0,21600000.0,119.0,2023
605,The Avengers,2012-04-25,en,Science Fiction-Action-Adventure,220000000.0,1518815515.0,143.0,2012
606,The Addams Family 2,2021-10-01,en,Animation-Adventure-Comedy-Family-Fantasy-Horror,0.0,119815153.0,93.0,2021
608,Spider-Man: Far From Home,2019-06-28,en,Action-Adventure-Science Fiction,160000000.0,1131927996.0,129.0,2019
609,Furious 7,2015-04-01,en,Action-Thriller-Crime,190000000.0,1515400000.0,137.0,2015
612,Mulan,1998-06-18,en,Animation-Family-Adventure,90000000.0,304320254.0,88.0,1998
618,Shrek the Third,2007-05-17,en,Fantasy-Adventure-Animation-Comedy-Family,160000000.0,813400000.0,93.0,2007
619,John Wick: Chapter 2,2017-02-08,en,Action-Thriller-Crime,40000000.0,171539887.0,122.0,2017
621,Minions: The Rise of Gru,2022-06-29,en,Animation-Comedy-Family,85000000.0,940000000.0,87.0,2022
622,Soul,2020-12-25,en,Animation-Family-Comedy-Fantasy-Drama,150000000.0,136384442.0,101.0,2020
627,The Shawshank Redemption,1994-09-23,en,Drama-Crime,25000000.0,28341469.0,142.0,1994
629,The Truman Show,1998-06-04,en,Comedy-Drama,60000000.0,264100000.0,103.0,1998
630,The Boss Baby: Family Business,2021-07-01,en,Animation-Comedy-Adventure-Family,82000000.0,146745280.0,107.0,2021
633,The Hunger Games: Mockingjay - Part 2,2015-11-18,en,Action-Adventure-Science Fiction,160000000.0,653428261.0,137.0,2015
640,Snow White and the Seven Dwarfs,1937-12-21,en,Fantasy-Animation-Family,1488423.0,184925486.0,83.0,1937
641,The Exorcist,1973-12-26,en,Horror-Thriller-Drama,12000000.0,441400000.0,122.0,1973
642,Up,2009-05-28,en,Animation-Comedy-Family-Adventure,175000000.0,735099082.0,96.0,2009
645,Pacific Rim,2013-07-11,en,Action-Science Fiction-Adventure,180000000.0,411002906.0,131.0,2013
647,The Parent Trap,1998-07-28,en,Comedy-Family,15000000.0,92108518.0,128.0,1998
648,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,en,Adventure-Fantasy-Action,200000000.0,1065659812.0,151.0,2006
649,Toy Story 3,2010-06-16,en,Animation-Family-Comedy,200000000.0,1067316101.0,103.0,2010
650,Alien,1979-05-25,en,Horror-Science Fiction,11000000.0,104931801.0,117.0,1979
655,Cars 2,2011-06-11,en,Animation-Family-Adventure-Comedy,200000000.0,559852396.0,106.0,2011
656,Spider-Man,2002-05-01,en,Action-Science Fiction,139000000.0,821708551.0,121.0,2002
657,Teenage Mutant Ninja Turtles,2014-08-07,en,Science Fiction-Action-Adventure-Comedy,125000000.0,485004754.0,101.0,2014
661,8 Mile,2002-11-08,en,Drama-Music,41000000.0,242875078.0,111.0,2002
664,Sex Tape,2014-07-17,en,Comedy,40000000.0,126069509.0,94.0,2014
665,Toy Story 2,1999-10-30,en,Animation-Comedy-Family,90000000.0,497400000.0,92.0,1999
668,The Banshees of Inisherin,2022-10-20,en,Drama-Comedy,0.0,41000000.0,114.0,2022
671,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,en,Adventure-Fantasy-Drama-Romance,120000000.0,829747654.0,115.0,2012
672,The Dark Knight Rises,2012-07-17,en,Action-Crime-Drama-Thriller,250000000.0,1081041287.0,165.0,2012
674,Paws of Fury: The Legend of Hank,2022-07-14,en,Animation-Action-Adventure-Comedy-Family-Western,45000000.0,41800000.0,98.0,2022
678,Fifty Shades Darker,2017-02-08,en,Drama-Romance,55000000.0,378827494.0,118.0,2017
679,The Equalizer,2014-09-24,en,Thriller-Action-Crime,55000000.0,192330738.0,132.0,2014
680,Magic Mike's Last Dance,2023-02-09,en,Comedy-Drama-Romance,45000000.0,52000000.0,112.0,2023
682,The Croods: A New Age,2020-11-25,en,Animation-Family-Adventure-Fantasy-Comedy,65000000.0,215905815.0,95.0,2020
685,Flipped,2010-08-06,en,Romance-Drama,14000000.0,1755212.0,89.0,2010
689,Iron Man 2,2010-04-28,en,Adventure-Action-Science Fiction,200000000.0,623933331.0,124.0,2010
690,Twilight,2008-11-20,en,Fantasy-Drama-Romance,37000000.0,393616788.0,122.0,2008
692,Gladiator,2000-05-04,en,Action-Drama-Adventure,103000000.0,465361176.0,155.0,2000
693,A Quiet Place,2018-04-03,en,Horror-Drama-Science Fiction,17000000.0,340952971.0,91.0,2018
694,How to Train Your Dragon: The Hidden World,2019-01-03,en,Animation-Family-Adventure,129000000.0,524580592.0,104.0,2019
697,Saw,2004-10-01,en,Horror-Mystery-Crime,1200000.0,103911669.0,103.0,2004
698,Beauty and the Beast,1991-10-22,en,Romance-Family-Animation-Fantasy,25000000.0,424967620.0,84.0,1991
699,The Mummy Returns,2001-05-04,en,Adventure-Action-Fantasy,98000000.0,443280904.0,130.0,2001
700,Those Who Wish Me Dead,2021-05-05,en,Thriller-Action,20000000.0,23384502.0,100.0,2021
702,Hotel Transylvania 3: Summer Vacation,2018-06-28,en,Animation-Comedy-Family-Fantasy,80000000.0,528600000.0,97.0,2018
703,Carriers,2009-09-04,en,Action-Drama-Horror-Science Fiction-Thriller,0.0,5802422.0,84.0,2009
704,American Sniper,2014-12-25,en,War-Action,58800000.0,542307423.0,133.0,2014
705,Lolita,1997-09-27,en,Drama,62000000.0,1071255.0,137.0,1997
706,Hidden Figures,2016-12-10,en,Drama-History,25000000.0,235956898.0,127.0,2016
707,Mission: Impossible - Fallout,2018-07-13,en,Action-Adventure,178000000.0,791657398.0,147.0,2018
708,The Girl with the Dragon Tattoo,2011-12-14,en,Thriller-Crime-Mystery,90000000.0,232600000.0,158.0,2011
711,Scary Movie 5,2013-04-11,en,Comedy,20000000.0,78378744.0,86.0,2013
713,The Secret Life of Pets 2,2019-05-24,en,Adventure-Animation-Comedy-Family,80000000.0,429434163.0,86.0,2019
714,The hill,2023-08-18,en,History-Drama,0.0,7600000.0,121.0,2023
715,Wonder Woman 1984,2020-12-16,en,Action-Adventure-Fantasy,200000000.0,165160005.0,151.0,2020
716,No Time to Die,2021-09-29,en,Action-Adventure-Thriller,250000000.0,774153007.0,163.0,2021
718,Me Before You,2016-06-01,en,Drama-Romance,20000000.0,207945075.0,110.0,2016
720,Terminator Genisys,2015-06-23,en,Science Fiction-Action-Thriller-Adventure,155000000.0,440603537.0,126.0,2015
725,Barbarian,2022-09-08,en,Horror-Thriller,10500000.0,45352337.0,103.0,2022
726,Wreck-It Ralph,2012-11-01,en,Family-Animation-Comedy-Adventure,165000000.0,471222889.0,101.0,2012
727,Alita: Battle Angel,2019-01-31,en,Action-Science Fiction-Adventure,170000000.0,405000000.0,122.0,2019
729,Lightyear,2022-06-15,en,Animation-Action-Adventure-Family-Science Fiction,200000000.0,226425420.0,105.0,2022
730,The Godfather Part II,1974-12-20,en,Drama-Crime,13000000.0,102600000.0,202.0,1974
732,Elvis,2022-06-22,en,Drama-Music,85000000.0,288670284.0,159.0,2022
734,Ted 2,2015-06-25,en,Comedy-Fantasy,68000000.0,215863606.0,115.0,2015
735,Aquaman,2018-12-07,en,Action-Adventure-Fantasy,160000000.0,1148528393.0,143.0,2018
744,Saving Private Ryan,1998-07-24,en,Drama-History-War,70000000.0,481840909.0,169.0,1998
746,The Invitation,2022-08-24,en,Horror-Thriller,10000000.0,33628000.0,105.0,2022
747,World War Z,2013-06-20,en,Action-Drama-Horror-Science Fiction-Thriller,200000000.0,531865000.0,116.0,2013
750,The Marksman,2021-01-15,en,Action-Drama,23000000.0,23076711.0,108.0,2021
753,Asteroid City,2023-06-08,en,Comedy-Drama,25000000.0,47281670.0,105.0,2023
756,Roald Dahl's The Witches,2020-10-25,en,Adventure-Fantasy-Comedy-Family-Horror,0.0,29303571.0,106.0,2020
758,The Hobbit: The Desolation of Smaug,2013-12-11,en,Fantasy-Adventure-Action,250000000.0,958400000.0,161.0,2013
760,Haunted Mansion,2023-07-26,en,Fantasy-Comedy-Horror-Family,157800000.0,117300000.0,123.0,2023
763,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,en,Adventure-Action-Fantasy,230000000.0,795922298.0,128.0,2017
765,God's Not Dead: A Light in Darkness,2018-03-30,en,Drama,0.0,5728940.0,105.0,2018
768,Logan,2017-02-28,en,Action-Drama-Science Fiction,97000000.0,619021436.0,137.0,2017
769,The Shining,1980-05-23,en,Horror-Thriller,19000000.0,44781695.0,144.0,1980
771,Moonfall,2022-02-03,en,Science Fiction-Adventure-Action,146000000.0,67295363.0,131.0,2022
775,Tangled,2010-11-24,en,Animation-Family,260000000.0,592461732.0,100.0,2010
776,Eternal Sunshine of the Spotless Mind,2004-03-19,en,Science Fiction-Drama-Romance,20000000.0,72258126.0,108.0,2004
782,It Chapter Two,2019-09-04,en,Horror-Fantasy,79000000.0,473122525.0,169.0,2019
783,San Andreas,2015-05-27,en,Action-Drama-Thriller,110000000.0,473990832.0,114.0,2015
784,Raiders of the Lost Ark,1981-06-12,en,Adventure-Action,18000000.0,389925971.0,115.0,1981
786,Argylle,2024-01-31,en,Action-Adventure-Comedy,200000000.0,96175599.0,139.0,2024
787,GoodFellas,1990-09-12,en,Drama-Crime,25000000.0,46800000.0,145.0,1990
789,Nope,2022-07-20,en,Horror-Mystery-Science Fiction-Thriller,68000000.0,170823080.0,130.0,2022
790,Rambo: Last Blood,2019-09-19,en,Action-Thriller-Drama,50000000.0,91490353.0,89.0,2019
792,Chappie,2015-03-04,en,Crime-Action-Science Fiction,49000000.0,104399548.0,120.0,2015
794,Ghost,1990-07-13,en,Fantasy-Drama-Thriller-Mystery-Romance,22000000.0,505000000.0,127.0,1990
796,Alien: Covenant,2017-05-09,en,Science Fiction-Horror-Mystery,97000000.0,240891763.0,122.0,2017
798,"Lyle, Lyle, Crocodile",2022-10-07,en,Comedy-Family-Music,50000000.0,104088441.0,106.0,2022
799,Black Widow,2021-07-07,en,Action-Adventure-Science Fiction,200000000.0,379751131.0,134.0,2021
800,Wrong Turn,2003-05-30,en,Horror-Thriller,12600000.0,28650575.0,84.0,2003
804,Heat,1995-12-15,en,Action-Crime-Drama,60000000.0,187400000.0,170.0,1995
805,Taxi Driver,1976-02-09,en,Crime-Drama,1900000.0,28579636.0,114.0,1976
806,In Time,2011-10-27,en,Action-Thriller-Science Fiction,40000000.0,173930596.0,109.0,2011
807,Batman v Superman: Dawn of Justice,2016-03-23,en,Action-Adventure-Fantasy,250000000.0,873637528.0,152.0,2016
809,The Lord of the Rings: The Return of the King,2003-12-01,en,Adventure-Fantasy-Action,94000000.0,1118888979.0,201.0,2003
811,Spy Kids,2001-03-18,en,Action-Comedy-Family-Adventure,35000000.0,147900000.0,88.0,2001
814,Ocean's Eleven,2001-12-07,en,Thriller-Crime,85000000.0,450717150.0,116.0,2001
815,Sonic the Hedgehog,2020-02-12,en,Action-Science Fiction-Comedy-Family,85000000.0,319715683.0,99.0,2020
817,Frozen II,2019-11-20,en,Family-Animation-Adventure-Comedy-Fantasy,150000000.0,1450000000.0,103.0,2019
818,Jurassic World: Fallen Kingdom,2018-06-06,en,Action-Adventure-Science Fiction-Thriller,170000000.0,1310466296.0,129.0,2018
820,Jennifer's Body,2009-09-18,en,Horror-Comedy,16000000.0,31556061.0,107.0,2009
821,It,2017-09-06,en,Horror-Fantasy,35000000.0,701842551.0,135.0,2017
822,Sing,2016-11-23,en,Animation-Comedy-Family-Music,75000000.0,634151679.0,108.0,2016
824,I Am Number Four,2011-02-18,en,Action-Thriller-Science Fiction-Adventure,50000000.0,149878437.0,109.0,2011
825,Kingsman: The Secret Service,2014-12-13,en,Crime-Comedy-Action-Adventure,81000000.0,414351546.0,129.0,2014
826,10 Cloverfield Lane,2016-03-10,en,Thriller-Science Fiction-Drama-Horror,15000000.0,110216998.0,104.0,2016
827,Final Destination 2,2003-01-31,en,Horror-Mystery,26000000.0,90900000.0,90.0,2003
828,A Dog's Journey,2019-05-03,en,Family-Adventure-Drama,0.0,2520000.0,109.0,2019
829,The Shack,2017-03-03,en,Drama-Fantasy,20000000.0,92924405.0,132.0,2017
831,Red Dawn,1984-08-10,en,Action-Thriller-War-Drama,17000000.0,38400000.0,114.0,1984
832,Scream 3,2000-02-03,en,Horror-Mystery,40000000.0,161834276.0,116.0,2000
833,Baby Driver,2017-06-28,en,Action-Crime,34000000.0,226945087.0,113.0,2017
834,White Chicks,2004-06-23,en,Comedy-Crime,37000000.0,113086475.0,109.0,2004
835,Captain America: Civil War,2016-04-27,en,Adventure-Action-Science Fiction,250000000.0,1153337496.0,147.0,2016
837,The Mummy,1999-04-16,en,Adventure-Action-Fantasy,80000000.0,415885488.0,124.0,1999
839,Scream,2022-01-12,en,Horror-Mystery-Thriller,24000000.0,137700000.0,114.0,2022
840,Inception,2010-07-15,en,Action-Science Fiction-Adventure,160000000.0,825532764.0,148.0,2010
841,The Fifth Element,1997-05-02,en,Adventure-Fantasy-Action-Thriller-Science Fiction,90000000.0,263920180.0,126.0,1997
842,Penguins of Madagascar,2014-11-22,en,Family-Animation-Adventure-Comedy,132000000.0,373552094.0,92.0,2014
843,The SpongeBob Movie: Sponge on the Run,2020-08-14,en,Family-Animation-Fantasy-Adventure-Comedy,60000000.0,4700000.0,95.0,2020
844,Bad Boys for Life,2020-01-15,en,Thriller-Action-Crime,90000000.0,426505244.0,124.0,2020
845,Grown Ups,2010-06-24,en,Comedy,80000000.0,271430189.0,102.0,2010
846,Rambo,2008-01-24,en,Action-Thriller,50000000.0,113244290.0,92.0,2008
847,Challengers,2024-04-18,en,Romance-Drama,55000000.0,94182533.0,132.0,2024
850,Predator,1987-06-12,en,Science Fiction-Action-Adventure-Thriller,15000000.0,98267558.0,107.0,1987
851,The Green Mile,1999-12-10,en,Fantasy-Drama-Crime,60000000.0,286801374.0,189.0,1999
855,Rocky IV,1985-11-21,en,Drama,31000000.0,300473716.0,91.0,1985
856,X-Men: Days of Future Past,2014-05-15,en,Action-Adventure-Science Fiction,250000000.0,747862775.0,132.0,2014
858,The Proposal,2009-06-01,en,Comedy-Romance-Drama,40000000.0,317375031.0,108.0,2009
859,Whitney Houston: I Wanna Dance with Somebody,2022-12-20,en,Music-History-Drama,50000000.0,41000000.0,144.0,2022
860,The Call of the Wild,2020-02-19,en,Adventure-Family-Drama,109000000.0,111202881.0,100.0,2020
861,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,en,Adventure-Fantasy-Family,95000000.0,226497209.0,118.0,2010
865,Prometheus,2012-05-30,en,Science Fiction-Adventure-Mystery,130000000.0,403354469.0,124.0,2012
867,The Twilight Saga: Eclipse,2010-06-23,en,Adventure-Fantasy-Drama-Romance,68000000.0,698491347.0,124.0,2010
868,The Visit,2015-09-10,en,Mystery-Thriller-Horror,5000000.0,98450062.0,94.0,2015
872,Ava,2020-07-02,en,Action-Crime-Drama-Adventure-Thriller,0.0,2987741.0,96.0,2020
875,A Christmas Carol,2009-11-04,en,Animation-Family-Fantasy,200000000.0,325300000.0,94.0,2009
877,Maleficent,2014-05-28,en,Fantasy-Adventure-Action-Family-Romance,180000000.0,758539785.0,97.0,2014
878,Journey 2: The Mysterious Island,2012-01-19,en,Adventure-Action-Science Fiction,79000000.0,355692760.0,94.0,2012
880,Madagascar,2005-05-25,en,Family-Animation-Adventure-Comedy,75000000.0,542063846.0,86.0,2005
883,Spider-Man 3,2007-05-01,en,Fantasy-Action-Adventure,258000000.0,890871626.0,139.0,2007
885,Tears of the Sun,2003-03-07,en,War-Action-Drama,75000000.0,86468162.0,121.0,2003
887,Exodus: Gods and Kings,2014-12-03,en,Adventure-Drama-Action,140000000.0,268031828.0,150.0,2014
888,Grown Ups 2,2013-07-11,en,Comedy,80000000.0,247022278.0,101.0,2013
889,Scary Movie 2,2001-07-04,en,Comedy,45000000.0,141220678.0,83.0,2001
890,Rise of the Planet of the Apes,2011-08-03,en,Thriller-Action-Drama-Science Fiction,93000000.0,481800873.0,105.0,2011
891,Star Wars: Episode III - Revenge of the Sith,2005-05-17,en,Adventure-Action-Science Fiction,113000000.0,850000000.0,140.0,2005
892,Taken,2008-02-18,en,Action-Thriller,25000000.0,226830568.0,94.0,2008
893,Love Actually,2003-09-07,en,Comedy-Romance-Drama,40000000.0,248500000.0,135.0,2003
894,Wrong Turn,2021-01-26,en,Horror-Thriller-Drama,0.0,3777969.0,110.0,2021
895,Pacific Rim: Uprising,2018-03-21,en,Action-Fantasy-Science Fiction-Adventure,150000000.0,290061297.0,111.0,2018
898,Cinderella,2015-03-12,en,Romance-Fantasy-Family-Drama,95000000.0,543514353.0,105.0,2015
901,Miss Peregrine's Home for Peculiar Children,2016-09-27,en,Fantasy-Adventure-Family-Drama,110000000.0,296482446.0,127.0,2016
902,A Bug's Life,1998-11-25,en,Adventure-Animation-Comedy-Family,120000000.0,363258859.0,95.0,1998
903,Before I Wake,2016-04-07,en,Drama-Fantasy-Horror-Thriller,0.0,3295624.0,97.0,2016
904,The Forever Purge,2021-06-30,en,Horror-Action-Thriller,18000000.0,76994245.0,103.0,2021
905,Free Guy,2021-08-11,en,Comedy-Adventure-Science Fiction,110000000.0,331500000.0,115.0,2021
906,Clash of the Titans,2010-03-26,en,Adventure-Fantasy-Action,125000000.0,493214993.0,106.0,2010
907,Constantine,2005-02-08,en,Fantasy-Action-Horror,100000000.0,230900000.0,121.0,2005
908,Kung Fu Panda 2,2011-05-25,en,Animation-Family,150000000.0,665692281.0,91.0,2011
910,Infinity Pool,2023-01-27,en,Horror-Science Fiction-Thriller,4500000.0,5078400.0,118.0,2023
911,Split,2016-11-15,en,Horror-Thriller,9000000.0,278454358.0,117.0,2016
916,Project X,2012-03-01,en,Comedy,12000000.0,102731865.0,88.0,2012
917,12 Angry Men,1957-04-10,en,Drama,397751.0,4360000.0,97.0,1957
920,The Lorax,2012-03-01,en,Animation-Family,70000000.0,348800000.0,86.0,2012
921,Gold,2022-01-13,en,Horror-Drama,6500000.0,176048.0,97.0,2022
923,Wish Dragon,2021-01-15,en,Animation-Family-Comedy-Fantasy,0.0,25860000.0,99.0,2021
924,The Holdovers,2023-10-27,en,Comedy-Drama,13000000.0,42513270.0,133.0,2023
925,Terminator 2: Judgment Day,1991-07-03,en,Action-Thriller-Science Fiction,102000000.0,520000000.0,137.0,1991
927,Legion,2010-01-21,en,Horror-Action-Fantasy,26000000.0,67918658.0,100.0,2010
928,Fantastic Beasts and Where to Find Them,2016-11-16,en,Action-Adventure-Fantasy,180000000.0,809342332.0,132.0,2016
929,To Catch a Killer,2023-04-06,en,Action-Crime-Thriller-Mystery,0.0,200221.0,119.0,2023
